Economic Sector,Business Sector,Industry Group,Industry,Activity,Hierarchical ID
Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers,Nursery & Garden Centers,5340302013
Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers,Kitchen & Bathroom Retailers,5340302014
Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers,Home Décor Retailers,5340302015
Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers,Interior Design Services,5340302016
Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers,Luxury Home Improvement Product Retailers,5340302017
Consumer Cyclicals,Retailers,Specialty Retailers,Home Furnishings Retailers,Home Furnishings Retailers (NEC),5340303010
Consumer Cyclicals,Retailers,Specialty Retailers,Home Furnishings Retailers,Furniture Retailers,5340303011
Consumer Cyclicals,Retailers,Specialty Retailers,Home Furnishings Retailers,Floor Covering Retailers,5340303012
Consumer Cyclicals,Retailers,Specialty Retailers,Home Furnishings Retailers,Soft Furnishing Retailers,5340303013
Consumer Cyclicals,Retailers,Specialty Retailers,Home Furnishings Retailers,Luxury Furnishing Retailers,5340303014
Consumer Cyclicals,Retailers,Specialty Retailers,Home Furnishings Retailers,Antique Dealers,5340303015
Consumer Cyclicals,Retailers,Specialty Retailers,Home Furnishings Retailers,Art & Craftwork Retailers,5340303016
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Apparel & Accessories Retailers (NEC),5340304010
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Footwear Retailers,5340304011
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Jewelry & Watch Retailers,5340304012
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Men's Apparel Retailers,5340304013
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Women's Apparel Retailers,5340304014
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Children's & Infants' Clothing Retailers,5340304015
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Teen Fashion Retailers,5340304016
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Handbags & Luggage Retailers,5340304017
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Luxury Apparel Retailers,5340304018
Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Sports & Outdoors Retailers,5340304019
Consumer Cyclicals,Retailers,Specialty Retailers,Computer & Electronics Retailers,Computer & Electronics Retailers (NEC),5340305010
Consumer Cyclicals,Retailers,Specialty Retailers,Computer & Electronics Retailers,Computer Hardware & Software Retailers,5340305011
Consumer Cyclicals,Retailers,Specialty Retailers,Computer & Electronics Retailers,Consumer Electronics Retailers,5340305012
Consumer Cyclicals,Retailers,Specialty Retailers,Computer & Electronics Retailers,Mobile Phone Retailers,5340305013
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Miscellaneous Specialty Retailers (NEC),5340309010
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Luxury Beauty Supply Retailers,5340309011
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Personal Care Products Retailers,5340309012
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Optical Goods Stores,5340309013
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Health Food Stores,5340309014
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Musical Instrument Retailers,5340309015
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Hobby & Craft Product Retailers,5340309016
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Toys & Games Retailers,5340309017
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Book & Magazine Retailers,5340309018
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Florists,5340309019
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Office Supplies & Stationery Stores,5340309020
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,"Gift, Novelty & Souvenir Stores",5340309021
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Used Merchandise Stores,5340309022
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Sporting Goods Stores,5340309023
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Pet & Pet Supplies Retailers,5340309024
Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Adult Products Retailers,5340309025
Consumer Non-Cyclicals,Food & Beverages,Beverages,Brewers,Brewers (NEC),5410101010
Consumer Non-Cyclicals,Food & Beverages,Beverages,Brewers,Craft & Micro Brewers,5410101011
Consumer Non-Cyclicals,Food & Beverages,Beverages,Distillers & Wineries,Distillers & Wineries (NEC),5410102010
Consumer Non-Cyclicals,Food & Beverages,Beverages,Distillers & Wineries,Wineries,5410102011
Consumer Non-Cyclicals,Food & Beverages,Beverages,Distillers & Wineries,Distilleries,5410102012
Consumer Non-Cyclicals,Food & Beverages,Beverages,Distillers & Wineries,Malt Producers,5410102013
Consumer Non-Cyclicals,Food & Beverages,Beverages,Non-Alcoholic Beverages,Non-Alcoholic Beverages (NEC),5410103010
Consumer Non-Cyclicals,Food & Beverages,Beverages,Non-Alcoholic Beverages,Carbonated Soft Drinks,5410103011
Consumer Non-Cyclicals,Food & Beverages,Beverages,Non-Alcoholic Beverages,Fruit Drinks,5410103012
Consumer Non-Cyclicals,Food & Beverages,Beverages,Non-Alcoholic Beverages,Energy Drinks,5410103013
Consumer Non-Cyclicals,Food & Beverages,Beverages,Non-Alcoholic Beverages,Bottled Water & Ice,5410103014
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Fishing & Farming (NEC),5410201010
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Grain (Crop) Production,5410201011
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Poultry Farming,5410201012
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Sheep & Specialty Livestock Farming,5410201013
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,"Vegetable, Fruit & Nut Farming",5410201014
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,"Coffee, Tea & Cocoa Farming",5410201015
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Sugarcane Farming,5410201016
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Commercial Nurseries,5410201017
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Commercial Fishing,5410201018
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Aquaculture,5410201019
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Fur Farming,5410201020
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Animal Breeding,5410201021
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Agriculture Support Services,5410201022
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Organic Farming,5410201023
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Animal Feed,5410201024
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Agricultural Consultancy Services,5410201025
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Fishing & Farming Wholesale,5410201026
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Agricultural Biotechnology,5410201027
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Hog & Pig Farming,5410201028
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Cattle Farming,5410201029
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Fair Trade & Ethical Fishing & Farming,5410201030
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Food Processing (NEC),5410202010
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Flour Milling,5410202011
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Bread & Bakery Product Manufacturing,5410202012
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Breakfast Cereal Manufacturing,5410202013
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,"Cookie, Cracker & Pasta Manufacturing",5410202014
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Fruit & Vegetable Processing,5410202015
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Meat Processing,5410202016
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Halal Meat Processing,5410202017
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Seafood Product Preparation & Packaging,5410202018
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Dairy Products,5410202019
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,"Starch, Vegetable Fat & Oil Manufacturing",5410202020
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Coffee & Tea,5410202021
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Sugar & Artificial Sweeteners,5410202022
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Chocolate & Confectionery,5410202023
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Snack Food & Non-Chocolate Confectionary,5410202024
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Special Foods & Wellbeing Products,5410202025
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Food Ingredients,5410202026
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Baby Food,5410202027
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Ready-Made Meals,5410202028
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Frozen Food Manufacturing,5410202030
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Pet Food Manufacturing,5410202031
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Vegan & Vegetarian Food Manufacturing,5410202032
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Tobacco,Tobacco (NEC),5410203010
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Tobacco,Tobacco Farming,5410203011
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Tobacco,Tobacco Stemming & Redrying,5410203012
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Tobacco,Cigars & Cigarette Manufacturing,5410203013
Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Tobacco,Chewing Tobacco Products,5410203014
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Household Products,Household Products (NEC),5420101010
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Household Products,Laundry Supplies,5420101011
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Household Products,Cleaning Supplies,5420101012
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Household Products,Air Fresheners,5420101013
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Household Products,Pet & Plant Protection Agents,5420101015
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Household Products,Auto Cleaning Products,5420101016
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products,Personal Products (NEC),5420102010
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products,Cosmetics & Perfumes,5420102011
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products,Luxury Cosmetics,5420102012
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products,Sanitary Products,5420102013
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products,Hair Accessories,5420102014
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products,Birth Control Products,5420102015
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products,Halal Personal Products,5420102016
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services,Personal Services (NEC),5420103010
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services,Consumer Goods Rental,5420103011
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services,Accounting & Tax Preparation,5420103012
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services,Personal Legal Services,5420103013
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services,Child Care & Family Services,5420103015
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services,Consumer Repair Services,5420103016
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services,Personal Care Services,5420103017
Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services,Funeral Services,5420103018
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Drug Retailers,Drug Retailers (NEC),5430101010
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Drug Retailers,Retail - Drugs with Grocery,5430101011
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Drug Retailers,Retail - Drugs without Grocery,5430101012
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Drug Retailers,Cannabis Product Retailers,5430101013
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Drug Retailers,Non-Cannabis Recreational Drug Retailers,5430101014
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,Food Retail & Distribution (NEC),5430102010
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,Food Wholesale,5430102011
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,Supermarkets & Convenience Stores,5430102012
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,"Beer, Wine & Liquor Stores",5430102013
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,Vending Machine Providers,5430102014
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,Tobacco Stores,5430102015
Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,Food Markets,5430102016
Consumer Non-Cyclicals,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Goods Conglomerates,5440101010
Financials,Banking & Investment Services,Banking Services,Banks,Banks (NEC),5510101010
Financials,Banking & Investment Services,Banking Services,Banks,Corporate Banks,5510101011
Financials,Banking & Investment Services,Banking Services,Banks,Retail & Mortgage Banks,5510101012
Financials,Banking & Investment Services,Banking Services,Banks,Money Center Banks,5510101013
Financials,Banking & Investment Services,Banking Services,Banks,Private Banks,5510101014
Financials,Banking & Investment Services,Banking Services,Banks,Islamic Banks,5510101015
Financials,Banking & Investment Services,Banking Services,Consumer Lending,Consumer Lending (NEC),5510103010
Financials,Banking & Investment Services,Banking Services,Consumer Lending,Personal & Car Loans,5510103011
Financials,Banking & Investment Services,Banking Services,Consumer Lending,Consumer Credit Cards Services,5510103012
Financials,Banking & Investment Services,Banking Services,Consumer Lending,Consumer Leasing,5510103013
Financials,Banking & Investment Services,Banking Services,Consumer Lending,Credit Unions,5510103014
Financials,Banking & Investment Services,Banking Services,Consumer Lending,Microfinancing,5510103015
Financials,Banking & Investment Services,Banking Services,Corporate Financial Services,Corporate Financial Services (NEC),5510105010
Financials,Banking & Investment Services,Banking Services,Corporate Financial Services,Commercial Loans,5510105011
Financials,Banking & Investment Services,Banking Services,Corporate Financial Services,Import-Export Banks,5510105012
Financials,Banking & Investment Services,Banking Services,Corporate Financial Services,International Trade Financing,5510105013
Financials,Banking & Investment Services,Banking Services,Corporate Financial Services,Factoring,5510105014
Financials,Banking & Investment Services,Banking Services,Corporate Financial Services,Commercial Leasing,5510105015
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Investment Banking & Brokerage Services (NEC),5510201010
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Investment Banking,5510201011
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Brokerage Services,5510201012
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Inter-Dealer Broker,5510201013
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Islamic Investment Banking & Brokerage Services,5510201014
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Merchant Banks,5510201015
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Investment Management & Fund Operators (NEC),5510202010
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Investment Management,5510202011
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Hedge Funds,5510202012
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Collective Investment Fund Operators,5510202013
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Wealth Management,5510202014
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Venture Capital,5510202015
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Private Equity,5510202016
Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Islamic Investment Management & Fund Operators,5510202017
Financials,Banking & Investment Services,Investment Banking & Investment Services,Diversified Investment Services,Diversified Investment Services,5510203010
Financials,Banking & Investment Services,Investment Banking & Investment Services,Financial & Commodity Market Operators & Service Providers,Financial & Commodity Market Operators & Service Providers (NEC),5510205010
Financials,Banking & Investment Services,Investment Banking & Investment Services,Financial & Commodity Market Operators & Service Providers,Securities & Commodity Exchanges,5510205011
Financials,Banking & Investment Services,Investment Banking & Investment Services,Financial & Commodity Market Operators & Service Providers,"Clearing, Settlement & Custodial Service",5510205012
Financials,Insurance,Insurance,Multiline Insurance & Brokers,Multiline Insurance & Brokers (NEC),5530101010
Financials,Insurance,Insurance,Multiline Insurance & Brokers,Islamic Insurance,5530101011
Financials,Insurance,Insurance,Multiline Insurance & Brokers,Insurance Brokers,5530101012
Financials,Insurance,Insurance,Property & Casualty Insurance,Property & Casualty Insurance (NEC),5530102010
Financials,Insurance,Insurance,Property & Casualty Insurance,Property Insurance,5530102011
Financials,Insurance,Insurance,Property & Casualty Insurance,Insurance - Automobile,5530102012
Financials,Insurance,Insurance,Property & Casualty Insurance,Travel Insurance,5530102013
Financials,Insurance,Insurance,Property & Casualty Insurance,Casualty Insurance,5530102014
Financials,Insurance,Insurance,Life & Health Insurance,Life & Health Insurance (NEC),5530103010
Financials,Insurance,Insurance,Life & Health Insurance,Life Insurance,5530103011
Financials,Insurance,Insurance,Life & Health Insurance,Health Insurance,5530103012
Financials,Insurance,Insurance,Reinsurance,Reinsurance (NEC),5530105010
Financials,Insurance,Insurance,Reinsurance,Life & Health Reinsurance,5530105011
Financials,Insurance,Insurance,Reinsurance,Property & Casualty Reinsurance,5530105012
Financials,Collective Investments,Collective Investments,UK Investment Trusts,UK Investment Trusts,5550101010
Financials,Collective Investments,Collective Investments,Mutual Funds,Mutual Funds (NEC),5550102010
Financials,Collective Investments,Collective Investments,Mutual Funds,Islamic Mutual Funds,5550102011
Financials,Collective Investments,Collective Investments,Closed End Funds,Closed End Funds,5550103010
Financials,Collective Investments,Collective Investments,Exchange-Traded Funds,Exchange-Traded Funds (NEC),5550104010
Financials,Collective Investments,Collective Investments,Exchange-Traded Funds,Islamic ETFs,5550104011
Financials,Collective Investments,Collective Investments,Exchange-Traded Funds,Islamic Commodity ETFs,5550104012
Financials,Collective Investments,Collective Investments,Pension Funds,Pension Funds,5550105010
Financials,Collective Investments,Collective Investments,Insurance Funds,Insurance Funds,5550106010
Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies (NEC),5560101010
Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Shell Companies,5560101011
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Advanced Medical Equipment & Technology (NEC),5610101010
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Medical Diagnostic & Testing Equipment,5610101011
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Medical Monitoring Systems,5610101012
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Laser Equipment,5610101013
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Medical Imaging Systems,5610101014
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Medical Software & Technology Services,5610101015
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Advanced Medical Equipment Wholesale,5610101016
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution","Medical Equipment, Supplies & Distribution (NEC)",5610102010
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Medical Supplies,5610102011
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Medical Prosthetics,5610102012
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Medical Equipment,5610102013
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Medical Devices & Implants,5610102014
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Medical Equipment Wholesale,5610102015
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution","Glasses, Spectacles & Contact Lenses",5610102016
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Laboratory Diagnostic & Testing Substances,5610102017
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Veterinary Medical Equipment & Supplies,5610102018
Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Drug Delivery Systems,5610102019
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare Facilities & Services (NEC),5610201010
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,"Hospitals, Clinics & Primary Care Services",5610201011
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Residential & Long-Term Care,5610201012
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Ambulance & Emergency Services,5610201013
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Doctor's Office,5610201014
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Medical & Diagnostic Laboratories,5610201015
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Veterinary Services,5610201016
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Telemedicine Services,5610201017
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Home Healthcare Services,5610201018
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Alternative Medicine Facilities,5610201019
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Medical Farming,5610201020
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Managed Healthcare,Managed Healthcare (NEC),5610202010
Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Managed Healthcare,HMO Medical Centers,5610202011
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals (NEC),5620104010
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Proprietary & Advanced Pharmaceuticals,5620104011
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Biopharmaceuticals,5620104012
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,In-Vivo Diagnostic & Testing Substances,5620104013
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Veterinary Drugs,5620104014
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Generic Pharmaceuticals,5620104015
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Alternative Medicine,5620104016
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Recreational Pharmaceuticals,5620104017
Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals Wholesale,5620104018
Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),5620201010
Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research,Bio Therapeutic Drugs,5620201011
Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research,Bio Diagnostics & Testing,5620201012
Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research,Bio Medical Devices,5620201013
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Semiconductors (NEC),5710101010
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Integrated Circuits,5710101011
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Memory Chips (RAM),5710101012
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Processors,5710101013
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Semiconductor Wholesale,5710101014
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,NFC & RFID Systems,5710101015
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,Semiconductor Equipment & Testing (NEC),5710102010
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,Semiconductor Machinery Manufacturing,5710102011
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,Semiconductor Testing Equipment & Service,5710102012
